12.58,4.59,4.28,4.64,9.29,676.27,577.54,0.77,0.17,1253813.50
12.65,4.57,4.28,4.64,9.95,672.30,575.16,0.77,0.17,1247455.37
12.71,4.48,4.33,4.64,12.00,640.47,591.30,0.82,0.08,1231770.00
12.78,4.48,4.33,4.65,12.00,639.90,592.75,0.82,0.08,1232648.87
12.85,4.48,4.35,4.64,12.00,639.90,599.37,0.80,0.07,1239268.25
12.92,4.54,4.40,4.64,12.00,659.68,615.60,0.81,0.07,1275279.00
12.98,4.57,4.40,4.64,12.00,672.30,615.60,0.82,0.09,1287899.87
13.05,4.57,4.40,4.65,12.00,672.30,617.07,0.82,0.09,1289372.50
13.12,4.65,4.43,4.64,12.00,696.60,626.64,0.81,0.11,1323237.62
13.19,4.65,4.45,4.65,12.00,696.60,631.80,0.82,0.10,1328399.87
13.25,4.66,4.48,4.64,12.00,701.24,639.90,0.82,0.10,1341139.75
13.32,4.68,4.48,4.64,12.00,707.52,639.90,0.81,0.11,1347418.50
13.39,4.68,4.50,4.65,12.00,704.70,647.97,0.82,0.09,1352668.37
13.46,4.71,4.57,4.65,12.00,716.27,671.82,0.80,0.07,1388093.00
13.52,4.70,4.53,4.64,12.00,712.80,659.12,0.82,0.08,1371924.50
13.59,4.73,4.57,4.65,12.00,721.93,669.57,0.82,0.08,1391497.62
13.66,4.73,4.60,4.65,12.00,720.90,680.20,0.79,0.06,1401102.00
13.73,4.73,4.60,4.65,12.00,720.90,680.40,0.78,0.06,1401299.87
13.79,4.75,4.63,4.65,12.00,729.00,690.15,0.77,0.06,1419146.75
13.86,4.75,4.66,4.65,12.00,729.00,699.28,0.70,0.04,1428276.00
13.93,4.75,4.67,4.65,12.00,729.10,703.43,0.64,0.04,1432528.00
14.00,4.78,4.67,4.64,12.00,737.10,704.69,0.72,0.05,1441792.00
14.06,4.76,4.70,4.64,12.00,731.13,712.80,0.51,0.03,1443929.75
14.13,4.79,4.70,4.64,12.00,741.71,712.80,0.68,0.04,1454508.00
14.20,4.78,4.75,4.69,12.00,737.20,729.70,0.23,0.01,1466899.75
14.27,4.77,4.78,2.46,12.00,734.45,737.80,-0.10,-0.00,1472244.25
14.33,4.82,4.75,0.49,12.00,753.30,729.00,0.61,0.03,1482299.87
14.40,4.82,4.79,0.06,12.00,752.94,741.85,0.32,0.01,1494794.50
14.47,4.86,4.78,0.05,12.00,765.10,737.10,0.66,0.04,1502197.62
14.54,4.82,4.81,3.71,12.00,753.18,747.15,0.18,0.01,1500329.00
14.61,4.84,4.78,0.81,12.00,757.58,737.10,0.54,0.03,1494675.75
14.67,4.88,4.80,0.10,12.00,769.50,743.89,0.62,0.03,1513385.50
14.74,4.85,4.82,3.66,12.00,761.40,753.28,0.24,0.01,1514684.12
14.81,4.88,4.81,4.40,12.00,769.94,747.16,0.57,0.03,1517099.00
14.88,4.88,4.81,4.58,12.00,769.50,749.87,0.52,0.03,1519371.50
14.94,4.85,4.83,4.63,12.00,761.40,754.57,0.20,0.01,1515966.75
15.01,4.83,4.85,4.64,12.00,753.39,761.38,-0.23,-0.01,1514779.12
15.08,4.89,4.85,4.64,12.00,774.22,761.40,0.36,0.02,1535619.00
15.15,4.87,4.85,4.65,12.00,769.44,761.71,0.22,0.01,1531153.25
15.21,4.88,4.87,4.64,12.00,769.50,767.95,0.05,0.00,1537448.00
