23.79,3.48,3.63,3.82,12.00,315.90,364.50,-0.79,-0.13
23.86,3.81,3.65,0.92,0.00,425.76,372.60,0.79,0.14
23.93,3.90,3.65,3.78,0.00,453.60,373.61,0.74,0.21
23.99,3.70,3.68,0.93,0.00,388.80,380.70,0.44,0.02
24.06,3.53,3.63,3.78,12.00,333.81,365.70,-0.82,-0.09
24.13,3.41,3.63,4.46,12.00,296.25,364.50,-0.76,-0.19
24.19,3.47,3.65,4.65,12.00,315.81,373.23,-0.78,-0.15
24.26,3.65,3.63,4.67,0.00,372.60,364.50,0.45,0.02
24.33,3.92,3.65,1.17,0.00,460.46,372.60,0.73,0.24
24.39,3.82,3.64,3.82,0.00,429.30,370.14,0.77,0.16
24.46,3.53,3.64,4.47,12.00,332.10,368.63,-0.82,-0.10
24.53,3.42,3.63,4.61,12.00,299.64,364.50,-0.76,-0.18
24.60,3.63,3.58,4.65,0.00,365.66,348.43,0.74,0.05
24.66,3.80,3.68,1.15,0.00,421.20,381.32,0.81,0.10
24.73,3.66,3.65,3.82,2.98,376.19,372.60,0.21,0.01
24.80,3.50,3.63,4.47,12.00,324.00,364.50,-0.81,-0.11
24.86,3.43,3.60,4.61,12.00,299.70,355.20,-0.78,-0.16
24.93,3.51,3.60,4.66,12.00,328.52,356.27,-0.82,-0.08
25.00,3.70,3.63,1.16,0.00,388.80,364.50,0.80,0.07
25.06,3.90,3.63,3.82,0.00,453.84,364.50,0.73,0.25
25.13,3.83,3.63,4.47,0.00,430.63,365.05,0.76,0.18
25.20,3.61,3.65,4.60,12.00,360.98,372.60,-0.58,-0.03
25.27,3.44,3.63,4.65,12.00,306.17,364.50,-0.77,-0.16
25.33,3.53,3.62,4.69,12.00,332.10,361.39,-0.82,-0.08
25.40,3.77,3.63,4.65,0.00,413.10,364.58,0.79,0.13
